horizon,policy,granularity,period,n_train,n_test,mae,rmse,r2
1,never_retrain,month,2025-01,335,31,0.7658018458861265,0.9061883922948823,0.2031992289588913
1,never_retrain,month,2025-02,335,28,0.49920854109939367,0.6081643344956,0.4337676193045612
1,never_retrain,month,2025-03,335,31,0.5365567348586725,0.6520386616400342,0.1533912266086468
1,never_retrain,month,2025-04,335,30,0.553929702384895,0.6524538095403273,-0.16292723091612515
1,never_retrain,month,2025-05,335,31,0.8968701097914417,1.0641750117151498,0.10882559302969164
1,never_retrain,month,2025-06,335,30,0.5849426672054089,0.7252600584814418,0.2922045075269809
1,never_retrain,month,2025-07,335,31,0.7768895923848688,0.8864501797332941,0.16447448747026905
1,never_retrain,month,2025-08,335,31,0.8278761293871976,1.047877402616698,0.4216560617743217
1,never_retrain,month,2025-09,335,30,0.8115662826710366,1.0128765049997213,-0.1987522498732932
1,never_retrain,month,2025-10,335,31,0.5598408025465835,0.7207596848898921,0.22826675382371908
1,never_retrain,month,2025-11,335,15,0.49850388658404204,0.6808126779797865,-0.23799653444980695
1,retrain_1m,month,2016-01,335,31,0.4589862436732715,0.656845678877696,0.09931823810281581
1,retrain_1m,month,2016-02,366,29,0.4980155538860704,0.7832341207168775,0.4844858675371482
1,retrain_1m,month,2016-03,395,31,0.3295946567672453,0.4165318651622106,0.30120560895898985
1,retrain_1m,month,2016-04,426,30,0.8855053312885385,1.0282807003645769,-0.41560317575276384
1,retrain_1m,month,2016-05,456,31,0.9922879319824532,1.1179538481498106,0.49767977585847134
1,retrain_1m,month,2016-06,487,30,0.7572964973466226,0.9449620723148917,0.5025668408203163
1,retrain_1m,month,2016-07,517,31,0.5379935416108964,0.6537770631178669,0.18704252310311142
1,retrain_1m,month,2016-08,548,31,0.4790199671503894,0.5738660821899594,0.2897694987504058
1,retrain_1m,month,2016-09,579,30,0.6451788764789474,0.7798444845356054,0.30235841993659707
1,retrain_1m,month,2016-10,609,31,0.6985521523707381,0.8905068436386452,-0.46327830926102
1,retrain_1m,month,2016-11,640,30,0.6808354417915691,0.8525298089173803,0.488628187573537
1,retrain_1m,month,2016-12,670,31,0.6073654965699864,0.8095891874031523,0.31018212581529625
1,retrain_1m,month,2017-01,701,31,0.5898857965344934,0.8071150237862719,-0.05027800862039933
1,retrain_1m,month,2017-02,732,28,0.5617871574790111,0.6967934387684036,0.23576827114602694
1,retrain_1m,month,2017-03,760,31,0.5523036625070074,0.7657368121891722,0.2528902657241765
1,retrain_1m,month,2017-04,791,30,0.6968941152532028,0.8416148206277303,0.40951838118727113
1,retrain_1m,month,2017-05,821,31,0.6922895609862504,0.8493470580484603,0.04159012575003884
1,retrain_1m,month,2017-06,852,30,0.7398656832234476,0.8794937862268117,0.21899301291238582
1,retrain_1m,month,2017-07,882,31,0.5697747531502544,0.7743486643410837,0.4555127698553205
1,retrain_1m,month,2017-08,913,31,0.6597604277629702,0.8131027866999475,-0.12999650021589781
1,retrain_1m,month,2017-09,944,30,0.7562590686536361,0.875819151086347,0.3263268795926374
1,retrain_1m,month,2017-10,974,31,0.6249481268799202,0.796020160889593,0.2581191267330306
1,retrain_1m,month,2017-11,1005,30,0.7627137747963845,1.0644171655052976,0.09813423193934534
1,retrain_1m,month,2017-12,1035,31,0.8565717309436843,1.234818566519209,0.33058439544987384
1,retrain_1m,month,2018-01,1066,31,0.4181169002490541,0.5571365877090475,0.41595424003038284
1,retrain_1m,month,2018-02,1097,28,0.5288328062244381,0.654649763342806,0.7897331023414269
1,retrain_1m,month,2018-03,1125,31,0.406866617473685,0.4904436238359508,0.09237441030686566
1,retrain_1m,month,2018-04,1156,30,0.38041895677614856,0.5192597603409171,0.515013932291998
1,retrain_1m,month,2018-05,1186,31,0.6165478772638979,0.7832478246248386,0.26676341258750846
1,retrain_1m,month,2018-06,1217,30,0.6572929579555126,0.8962056882998988,0.2260864929050298
1,retrain_1m,month,2018-07,1247,31,0.5166907753095566,0.6348645731460127,0.2793250507709031
1,retrain_1m,month,2018-08,1278,31,0.5675005552279038,0.7223589956595006,0.4359367599725482
1,retrain_1m,month,2018-09,1309,30,0.6795382229817094,0.9574275509386252,-0.06417383265617693
1,retrain_1m,month,2018-10,1339,31,0.5967633273355512,0.7410667612860968,0.4169536149269476
1,retrain_1m,month,2018-11,1370,30,0.8903486646637676,1.1191045984523111,0.24727829358812536
1,retrain_1m,month,2018-12,1400,31,0.3854534860793301,0.49211186900544207,0.6590546410152294
1,retrain_1m,month,2019-01,1431,31,0.4942905479506373,0.682532493060363,0.5153798193033513
1,retrain_1m,month,2019-02,1462,28,0.2950417616588204,0.3856252916488816,0.07316811671452994
1,retrain_1m,month,2019-03,1490,31,0.3512680189991301,0.415197563976199,0.7654056395485134
1,retrain_1m,month,2019-04,1521,30,0.6011586383332653,0.9211798602757876,-0.09910786713671604
1,retrain_1m,month,2019-05,1551,31,0.9273887286676411,1.0758638054402614,0.18353095783114803
1,retrain_1m,month,2019-06,1582,30,0.5422309119758351,0.6794096173294776,-0.06566202880106808
1,retrain_1m,month,2019-07,1612,31,0.6846950055661896,0.8755256948863243,0.41555197636316465
1,retrain_1m,month,2019-08,1643,31,0.6399105518793397,0.8023418179755887,0.3923165597124376
1,retrain_1m,month,2019-09,1674,30,0.6920985625222702,0.8339989783389345,0.26546645747283926
1,retrain_1m,month,2019-10,1704,31,0.5876349624931317,0.6940340425471146,0.09100305282787502
1,retrain_1m,month,2019-11,1735,30,0.5681589641371697,0.7831568028170336,0.49216059466885775
1,retrain_1m,month,2019-12,1765,31,0.47484248144033736,0.5945051165529021,0.74619097263762
1,retrain_1m,month,2020-01,1796,31,0.4681349722225489,0.5753214929870523,0.3279115485517461
1,retrain_1m,month,2020-02,1827,29,0.46165501776109336,0.5733792788068429,0.4017949944093221
1,retrain_1m,month,2020-03,1856,31,0.32980350863768243,0.40371117037981774,0.23305071278545608
1,retrain_1m,month,2020-04,1887,30,0.6172470251095581,0.7638830556858873,0.2829916573540392
1,retrain_1m,month,2020-05,1917,31,0.7692854638516062,0.9014433797184709,0.34821069999869203
1,retrain_1m,month,2020-06,1948,30,0.9440603158431905,1.150681185553664,0.008115071700362964
1,retrain_1m,month,2020-07,1978,31,0.8369217168705138,1.0237070368091685,-0.41427472183867
1,retrain_1m,month,2020-08,2009,31,0.7605912606430435,0.9253348434948696,0.5118465186784645
1,retrain_1m,month,2020-09,2040,30,0.5570366231882677,0.7126505526209286,0.40003448298769706
1,retrain_1m,month,2020-10,2070,31,0.6055750375542293,0.7681881631185525,0.20926595157255778
1,retrain_1m,month,2020-11,2101,30,0.46004882899093646,0.5844733226418669,0.4053687173293724
1,retrain_1m,month,2020-12,2131,31,0.40498822504385845,0.5033615118454537,0.648965930519211
1,retrain_1m,month,2021-01,2162,31,0.5771676032962525,0.7540465213026637,0.5874397509940873
1,retrain_1m,month,2021-02,2193,28,0.5339087746081189,0.6604664687060241,0.5140138555265035
1,retrain_1m,month,2021-03,2221,31,0.38142945852276583,0.4476161306940492,0.616854076014508
1,retrain_1m,month,2021-04,2252,30,0.63415584127241,0.765631881206925,0.1723566770701418
1,retrain_1m,month,2021-05,2282,31,0.7663893677259798,0.9341163445469332,0.6459214502377777
1,retrain_1m,month,2021-06,2313,30,0.6802845361744673,0.8183318181964121,0.39302663933554105
1,retrain_1m,month,2021-07,2343,31,0.8272216767711441,0.9852762727128566,0.2173448132001603
1,retrain_1m,month,2021-08,2374,31,0.5758787077419888,0.7207349594748279,0.42771983787845536
1,retrain_1m,month,2021-09,2405,30,0.42663611619612624,0.5408977545645638,0.13352416070391115
1,retrain_1m,month,2021-10,2435,31,0.7523200199503568,0.9156420842145975,-0.2493065957883811
1,retrain_1m,month,2021-11,2466,30,0.6945901105005987,0.8349847865499106,0.28042151535782867
1,retrain_1m,month,2021-12,2496,31,0.5757413867892316,0.7057595517636311,0.397307069005712
1,retrain_1m,month,2022-01,2527,31,0.33927740993985034,0.4345618778091539,0.35167509057994273
1,retrain_1m,month,2022-02,2558,28,0.40987180740737045,0.5305120151432026,0.3775879083871805
1,retrain_1m,month,2022-03,2586,31,0.6342731241566056,0.7899329605947426,-0.01602560661953656
1,retrain_1m,month,2022-04,2617,30,0.6610877361821134,0.9561052550169856,0.38805485346762547
1,retrain_1m,month,2022-05,2647,31,0.8093866936510764,0.9841168900225602,0.2887921069569961
1,retrain_1m,month,2022-06,2678,30,0.7970592935248256,0.9535638075020837,0.31389756406981784
1,retrain_1m,month,2022-07,2708,31,0.7041057753029533,0.8234088533750319,0.3764975537190951
1,retrain_1m,month,2022-08,2739,31,0.641114696276567,0.7961789999895552,0.19863866318053913
1,retrain_1m,month,2022-09,2770,30,0.6145465995419271,0.7467327082282986,0.27641622385349207
1,retrain_1m,month,2022-10,2800,31,0.7660634260738663,0.9617803218046935,-0.14732260364186933
1,retrain_1m,month,2022-11,2831,30,0.5804508649784229,0.7446658042646442,0.5145945727931464
1,retrain_1m,month,2022-12,2861,31,0.550622049854134,0.6766363640397988,0.5639779451138661
1,retrain_1m,month,2023-01,2892,31,0.5249881559437453,0.67560739617203,0.5782269375330589
1,retrain_1m,month,2023-02,2923,28,0.45156867742247264,0.5446831302419504,0.28068748608914806
1,retrain_1m,month,2023-03,2951,31,0.32554021795609267,0.4376393338680789,0.8267749098640008
1,retrain_1m,month,2023-04,2982,30,0.48518411664808075,0.6064318912661889,0.066494599305567
1,retrain_1m,month,2023-05,3012,31,0.8246592733835761,1.0305508369564258,0.4545137617571815
1,retrain_1m,month,2023-06,3043,30,0.6392029052455738,0.8411853501719941,0.32979708274004427
1,retrain_1m,month,2023-07,3073,31,0.6138349612256361,0.7492084093093867,0.407488989238483
1,retrain_1m,month,2023-08,3104,31,0.5535372096461565,0.6408833303943694,0.4369609196430152
1,retrain_1m,month,2023-09,3135,30,0.5064303147455665,0.6560496902240169,-0.0731412800274962
1,retrain_1m,month,2023-10,3165,31,0.6150017897662371,0.7272700514632243,0.1546189994796534
1,retrain_1m,month,2023-11,3196,30,0.5739165652262358,0.6940581621834111,0.12280459039318403
1,retrain_1m,month,2023-12,3226,31,0.5344043613366111,0.6398045192100804,0.3472085564495403
1,retrain_1m,month,2024-01,3257,31,0.39920465221275464,0.49465505041106855,0.2616774750056927
1,retrain_1m,month,2024-02,3288,29,0.4315241276717839,0.5725296008723109,0.3512695651177077
1,retrain_1m,month,2024-03,3317,31,0.2929302900206182,0.386380311277668,0.5596456571815549
1,retrain_1m,month,2024-04,3348,30,0.5001236379179111,0.6951138254465069,0.011333619883622026
1,retrain_1m,month,2024-05,3378,31,0.8698229697449558,1.0902061128707328,0.17590480290936117
1,retrain_1m,month,2024-06,3409,30,0.8202517111570554,1.0138647892655996,0.4017875124822523
1,retrain_1m,month,2024-07,3439,31,0.6659647746971796,0.7713288180673172,0.43318611291418596
1,retrain_1m,month,2024-08,3470,31,0.6738277089449421,0.811002017336659,0.4992052977393243
1,retrain_1m,month,2024-09,3501,30,0.7165823287882833,0.8669513301010959,0.4757222316098916
1,retrain_1m,month,2024-10,3531,31,0.7464823420396958,0.973062104098204,0.006634591754175911
1,retrain_1m,month,2024-11,3562,30,0.5089519327040701,0.6408053194242881,0.3646644919764518
1,retrain_1m,month,2024-12,3592,31,0.7249672992832746,0.9089529717493712,0.08051664138646819
1,retrain_1m,month,2025-01,3623,31,0.6138759456013567,0.7622164553633352,0.436272272053304
1,retrain_1m,month,2025-02,3654,28,0.5409928754322689,0.655201128241986,0.342793152907649
1,retrain_1m,month,2025-03,3682,31,0.524770492329706,0.6624248489340823,0.1262055119220613
1,retrain_1m,month,2025-04,3713,30,0.4704216302266302,0.6105884329229158,-0.018474460395617065
1,retrain_1m,month,2025-05,3743,31,0.733828416052538,0.9798178619716704,0.24451247627266226
1,retrain_1m,month,2025-06,3774,30,0.5983967119134567,0.7538651405898544,0.23527093897358864
1,retrain_1m,month,2025-07,3804,31,0.7805630303524502,0.9155246691917133,0.10876721783298238
1,retrain_1m,month,2025-08,3835,31,0.6964570845150235,0.9490531930808183,0.5255981788878863
1,retrain_1m,month,2025-09,3866,30,0.6999679438640308,0.8974705103049153,0.058854402289846286
1,retrain_1m,month,2025-10,3896,31,0.5394775096963657,0.6718037209810213,0.3295428193190414
1,retrain_1m,month,2025-11,3927,15,0.5059596420861739,0.5861863673149365,0.08222634287959141
1,retrain_3m,month,2016-01,335,31,0.45898624367327234,0.656845678877697,0.09931823810281315
1,retrain_3m,month,2016-02,335,29,0.5483984739209834,0.8102837290332305,0.44826362855795066
1,retrain_3m,month,2016-03,335,31,0.36501412954147033,0.43602475398885515,0.23427074503985335
1,retrain_3m,month,2016-04,426,30,0.8855053312885386,1.0282807003645766,-0.4156031757527634
1,retrain_3m,month,2016-05,426,31,1.4088807274967632,1.5980768407241852,-0.02642738153517321
1,retrain_3m,month,2016-06,426,30,0.7946629463019526,0.9688199044968999,0.47713197701521803
1,retrain_3m,month,2016-07,517,31,0.5379935416108957,0.6537770631178661,0.18704252310311364
1,retrain_3m,month,2016-08,517,31,0.49242757921297875,0.5974778932659142,0.2301220389211005
1,retrain_3m,month,2016-09,517,30,0.62261747697263,0.7647977669038468,0.3290200088775883
1,retrain_3m,month,2016-10,609,31,0.6985521523707379,0.8905068436386452,-0.46327830926102
1,retrain_3m,month,2016-11,609,30,0.6633508190582519,0.8621151381411313,0.47706443269732357
1,retrain_3m,month,2016-12,609,31,0.6863511849328268,0.920632315709041,0.1079740771444444
1,retrain_3m,month,2017-01,701,31,0.589885796534494,0.8071150237862714,-0.05027800862039822
1,retrain_3m,month,2017-02,701,28,0.5679288690446758,0.7139285696648933,0.19771904508177696
1,retrain_3m,month,2017-03,701,31,0.5513158456156151,0.780960284320009,0.22288867170922722
1,retrain_3m,month,2017-04,791,30,0.6968941152532018,0.8416148206277299,0.4095183811872717
1,retrain_3m,month,2017-05,791,31,0.6827487580995999,0.8281925690557771,0.08873736125047893
1,retrain_3m,month,2017-06,791,30,0.7657691331814825,0.9309934203116099,0.12484980950776425
1,retrain_3m,month,2017-07,882,31,0.5697747531502536,0.7743486643410826,0.45551276985532196
1,retrain_3m,month,2017-08,882,31,0.6568483133788734,0.8106324960821016,-0.12314083697903255
1,retrain_3m,month,2017-09,882,30,0.7637044060244025,0.8771936359453597,0.3242107347586394
1,retrain_3m,month,2017-10,974,31,0.6249481268799205,0.7960201608895934,0.25811912673303017
1,retrain_3m,month,2017-11,974,30,0.7789923394281002,1.0900071303034407,0.05424893007402254
1,retrain_3m,month,2017-12,974,31,0.834625804467934,1.219560827041422,0.34702513772389687
1,retrain_3m,month,2018-01,1066,31,0.418116900249054,0.5571365877090474,0.41595424003038317
1,retrain_3m,month,2018-02,1066,28,0.5442137517634471,0.6759644068268574,0.7758181060930069
1,retrain_3m,month,2018-03,1066,31,0.406993161646453,0.4867728952095172,0.10590982683469397
1,retrain_3m,month,2018-04,1156,30,0.38041895677614984,0.5192597603409174,0.5150139322919975
1,retrain_3m,month,2018-05,1156,31,0.6199592354369842,0.7799630063985167,0.27290067411129526
1,retrain_3m,month,2018-06,1156,30,0.6631320457015764,0.8682283279645149,0.27365167815933844
1,retrain_3m,month,2018-07,1247,31,0.5166907753095579,0.6348645731460137,0.27932505077090075
1,retrain_3m,month,2018-08,1247,31,0.5655847298127116,0.7001058951656244,0.4701546882651524
1,retrain_3m,month,2018-09,1247,30,0.6825621755975824,0.9621479066934919,-0.07469298280451753
1,retrain_3m,month,2018-10,1339,31,0.5967633273355504,0.7410667612860956,0.4169536149269496
1,retrain_3m,month,2018-11,1339,30,0.8939503742680242,1.1241965680469153,0.24041288382331438
1,retrain_3m,month,2018-12,1339,31,0.39692443224871116,0.4937471553299809,0.6567849552974113
1,retrain_3m,month,2019-01,1431,31,0.49429054795063687,0.682532493060363,0.5153798193033514
1,retrain_3m,month,2019-02,1431,28,0.30303939657966567,0.39578632309640077,0.02368151821820541
1,retrain_3m,month,2019-03,1431,31,0.34767900817132535,0.4106985029635439,0.7704622005956374
1,retrain_3m,month,2019-04,1521,30,0.6011586383332651,0.9211798602757872,-0.09910786713671538
1,retrain_3m,month,2019-05,1521,31,0.9362614334057687,1.0901016433786375,0.1617778807866892
1,retrain_3m,month,2019-06,1521,30,0.529582892645496,0.6707227500117555,-0.0385853340986011
1,retrain_3m,month,2019-07,1612,31,0.6846950055661897,0.875525694886325,0.41555197636316354
1,retrain_3m,month,2019-08,1612,31,0.6443745083288442,0.8123526084293254,0.37705786927284435
1,retrain_3m,month,2019-09,1612,30,0.6683183725167977,0.80966816229923,0.3076993807649129
1,retrain_3m,month,2019-10,1704,31,0.5876349624931317,0.6940340425471144,0.09100305282787569
1,retrain_3m,month,2019-11,1704,30,0.5548815047086855,0.7701239965688612,0.5089222482132958
1,retrain_3m,month,2019-12,1704,31,0.4799499660152302,0.6066050735697976,0.7357542882450752
1,retrain_3m,month,2020-01,1796,31,0.46813497222254835,0.575321492987052,0.32791154855174665
1,retrain_3m,month,2020-02,1796,29,0.4496048012184597,0.5676041716349524,0.4137846152144664
1,retrain_3m,month,2020-03,1796,31,0.3289976837805926,0.4022030348320841,0.2387701632541308
1,retrain_3m,month,2020-04,1887,30,0.6172470251095574,0.7638830556858863,0.28299165735404097
1,retrain_3m,month,2020-05,1887,31,0.7785584093417017,0.9084871756632125,0.3379848598955978
1,retrain_3m,month,2020-06,1887,30,0.9436644634688057,1.1502392299945023,0.00887685503157909
1,retrain_3m,month,2020-07,1978,31,0.8369217168705149,1.023707036809169,-0.4142747218386713
1,retrain_3m,month,2020-08,1978,31,0.7522702567400514,0.9182038732871862,0.5193413082534072
1,retrain_3m,month,2020-09,1978,30,0.5783062554766375,0.7304305964487413,0.36972373747375853
1,retrain_3m,month,2020-10,2070,31,0.6055750375542284,0.768188163118552,0.209265951572559
